,noise_std,raw_r2,graph_r2,raw_mean_ic,graph_mean_ic,delta_r2,delta_ic
0,0.5,0.1460969843785418,0.16199817994088095,0.3742331177837823,0.3912676071208443,0.015901195562339154,0.017034489337061975
1,1.0,0.08708256620562316,0.09675037671425013,0.28952074637748354,0.30249997909149845,0.009667810508626973,0.01297923271401491
2,1.5,0.05198913096965341,0.05786823294262744,0.22418043719930955,0.23413467142872868,0.005879101972974032,0.009954234229419129
3,2.0,0.033107538716733,0.03691619993584783,0.17919818029017912,0.18708166903604698,0.0038086612191148284,0.007883488745867862
